index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
2,18705,2461,6191,3964,0.0,0.0,0.0,0.0,0.0
3,21066,2924,7481,3895,0.0,0.0,0.0,0.0,0.0
4,0,2825,8128,4797,0.0,0.0,0.0,0.0,0.0
