index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
14,8866,1872,6198,3461,0,0,0,0,0
15,9546,2270,6100,3793,0,0,0,0,0
16,7114,2842,6593,3379,0,0,0,0,0
17,9140,3184,7201,3451,0,0,0,0,0
18,9045,3463,7507,4640,0,0,0,0,0
19,0,3750,7991,4535,0,0,0,0,0
