thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
40328,2206,6249,3680,0.0,0.0,0.0,0.0,0.0,40328
0,2322,8745,4612,0.0,0.0,0.0,0.0,0.0,40328
