thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
38684,2457,6756,3851,0.0,0.0,0.0,0.0,0.0,38684
0,2267,8231,4812,0.0,0.0,0.0,0.0,0.0,38684
