thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43897,2228,7114,4245,0.0,0.0,0.0,0.0,0.0,43897
0,2260,8549,5242,0.0,0.0,0.0,0.0,0.0,43897
