thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
33844,2350,7263,3775,0.0,0.0,0.0,0.0,0.0,33844
0,2301,8687,4640,0.0,0.0,0.0,0.0,0.0,33844
