thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
39159,2414,7347,4007,0.0,0.0,0.0,0.0,0.0,39159
0,2287,8284,5933,0.0,0.0,0.0,0.0,0.0,39159
