thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43638,2049,7782,4523,0.0,0.0,0.0,0.0,0.0,43638
0,2421,8643,5915,0.0,0.0,0.0,0.0,0.0,43638
