thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
18199,2396,5975,3960,0.0,0.0,0.0,0.0,0.0,18199
22617,2501,7392,5035,0.0,0.0,0.0,0.0,0.0,40816
0,3057,8547,4503,0.0,0.0,0.0,0.0,0.0,40816
