thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
30119,2118,7665,4979,0.0,0.0,0.0,0.0,0.0,30119
0,2414,8395,5002,0.0,0.0,0.0,0.0,0.0,30119
