thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43091,2300,7589,4456,0.0,0.0,0.0,0.0,0.0,43091
0,2347,8667,5628,0.0,0.0,0.0,0.0,0.0,43091
