thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
40249,2010,7917,4575,0.0,0.0,0.0,0.0,0.0,40249
0,2412,8586,5129,0.0,0.0,0.0,0.0,0.0,40249
