thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
37079,2353,7847,3619,0.0,0.0,0.0,0.0,0.0,37079
0,2343,7986,4560,0.0,0.0,0.0,0.0,0.0,37079
