thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
44299,2220,6938,3960,0.0,0.0,0.0,0.0,0.0,44299
0,2345,7856,4610,0.0,0.0,0.0,0.0,0.0,44299
