thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
42889,2422,6605,3520,0.0,0.0,0.0,0.0,0.0,42889
0,2405,8201,4645,0.0,0.0,0.0,0.0,0.0,42889
