thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43976,2339,7702,4448,0.0,0.0,0.0,0.0,0.0,43976
0,2774,7985,5344,0.0,0.0,0.0,0.0,0.0,43976
