thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
42966,2281,7506,4337,0.0,0.0,0.0,0.0,0.0,42966
0,2386,8475,5328,0.0,0.0,0.0,0.0,0.0,42966
