index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
9,13370,2010,6208,3134,0.0,0.0,0.0,0.0,0.0
10,11700,2201,5988,3615,2.1786557944663034,346.8505554426079,0.0,0.0,0.0
11,7712,2344,7170,3718,3.3170264385400423,223.75429432865397,0.0,0.0,0.0
12,5831,3181,7154,4245,2.8282861695056765,356.6615932572698,0.0,0.0,0.0
13,0,3335,8724,4287,3.011962438323847,326.9432437714106,0.0,0.0,0.0
