index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
5,12299,1830,5811,3589,0,0,0,0,0
6,14474,2863,7265,3992,0,0,0,0,0
7,8518,3040,7465,4226,0,0,0,0,0
8,0,3196,8324,5251,0,0,0,0,0
