thickn,rho,vp,vs,dip,strike,plunge,trend,ani
40463.57896848103,2840.712386022691,6585.314043967438,3845.87339991952,0.0,0.0,0.0,0.0,0.0
0.0,3500.0,8100.0,4500.0,0.0,0.0,0.0,0.0,0.0
