index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
2,19443,2170,5974,3706,0.0,0.0,0.0,0.0,0.0
3,15668,2443,7953,3811,5.385209598404594,5.676168915514386,0.0,0.0,0.0
4,0,2885,8352,5099,1.8858868594435163,278.1280685974735,0.0,0.0,0.0
