index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
20,8587,2466,5940,3225,0,0,0,0,0
21,7102,2157,6649,3614,0,0,0,0,0
22,5884,2683,6939,3704,0,0,0,0,0
23,7627,3099,7392,4048,0,0,0,0,0
24,6034,3425,7964,4552,0,0,0,0,0
25,5225,3476,7502,4300,0,0,0,0,0
26,0,3935,8399,5116,0,0,0,0,0
