thickn,rho,vp,vs,dip,strike,plunge,trend,ani
30507.295169461595,2450.00904678565,6591.408369843359,3772.4291942607965,0.0,0.0,0.0,0.0,0.0
6128.246568864877,2713.6466122178413,7114.554223588756,3962.5085376339002,7.348393169885294,12.926842464700997,35.107576631602704,8.311687357497135,3.0460912142989827
0.0,3500.0,8100.0,4500.0,4.287852082637171,300.5970168381017,0.0,0.0,0.0
