index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
2,18677,2447,6256,3875,0.0,0.0,0.0,0.0,0.0
3,18219,2535,6889,3845,0.0,0.0,0.0,0.0,0.0
4,0,2933,8423,4937,0.0,0.0,0.0,0.0,0.0
