index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
9,6338,2528,6126,3285,0,0,0,0,0
10,12219,2558,6651,3821,0,0,0,0,0
11,13457,3088,7143,3604,0,0,0,0,0
12,11880,2881,7586,4419,0,0,0,0,0
13,0,2891,8778,5061,0,0,0,0,0
