thickn,rho,vp,vs,dip,strike,plunge,trend,ani
44476.99805426778,2994.3907546911487,6929.855152791603,3366.8543970248506,0.0,0.0,3.980768436424068,194.20450350912049,7.521091439675213
0.0,3500.0,8100.0,4500.0,7.209709077738623,333.91636023623084,0.0,0.0,0.0
