index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
9,13006,2060,6414,3490,0.0,0.0,0.0,0.0,0.0
10,7195,2380,6946,3776,2.4630851248545476,290.32769995677296,0.0,0.0,0.0
11,7160,2986,7393,3940,5.718482633906031,283.2559527903769,0.0,0.0,0.0
12,10160,2905,7731,4513,5.440847376346387,74.94840833656077,0.0,0.0,0.0
13,0,4048,8831,4766,3.9340026970819904,163.76719101104558,0.0,0.0,0.0
