index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
2,21781,2216,6451,3933,0.0,0.0,0.0,0.0,0.0
3,22116,2680,7531,4090,0.0,0.0,0.0,0.0,0.0
4,0,3040,7906,5112,0.0,0.0,0.0,0.0,0.0
