CRLN, 2
AXF, 2
CTSN, 2
CNF, 2
KJKQ, 3
SNKN, 2
POIN, 2
JOSN, 2
MCMN, 2
WAGN, 2
GIFN, 2
KUGN, 2
IGLN, 3
SHMN, 2
MANN, 2
QILN, 2
FCC, 2
IBFB, 3
SMLN, 2
EUNU, 2
SHWN, 3
ARVN, 2
RES, 2
TQF, 2
LAIN, 2
MCF, 2
NOTN, 2
SAKN, 2
AKVQ, 2
DORN, 2
YRTN, 2
BULN, 2
NUNN, 2
INUQ, 2
SEDN, 2
MRYN,
AP3N, 3
STLN, 2
MARN, 2
ILON, 2
BLKN, 2
SRLN, 2
