thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
11309,2438,5994,3511,0,0,0,0,0,11309
13260,2851,7357,3660,0,0,0,0,0,24569
7501,2835,7308,4024,0,0,0,0,0,32070
0,3048,7834,4893,0,0,0,0,0,32070
