thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
14878,2497,5811,3997,0,0,0,0,0,14878
23349,2587,6823,5064,0,0,0,0,0,38227
0,3165,8537,4502,0,0,0,0,0,38227
