thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
6622,2411,5910,3456,0,0,0,0,0,6622
9009,2531,7160,4092,0,0,0,0,0,15631
14604,2956,7455,4762,0,0,0,0,0,30235
0,3023,8351,4962,0,0,0,0,0,30235
