thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
8216,2366,6006,3534,0,0,0,0,0,8216
10026,2956,7340,3726,0,0,0,0,0,18242
12768,3266,7935,4330,0,0,0,0,0,31010
0,3350,8031,5017,0,0,0,0,0,31010
