thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
19646,2304,6074,3912,0,0,0,0,0,19646
18685,2572,7288,3943,0,0,0,0,0,38331
0,2956,7871,5078,0,0,0,0,0,38331
