index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
9,7764,2242,5863,3303,0.0,0.0,0.0,0.0,0.0
10,14346,2456,6541,3682,4.321701465302423,273.83183428973456,0.0,0.0,0.0
11,12716,2606,6981,3549,4.204225441051975,211.50858072582005,0.0,0.0,0.0
12,6151,2899,7604,4609,3.901736889719836,160.29120893025637,0.0,0.0,0.0
13,0,3169,8599,4728,4.609934957539715,140.78709705363875,0.0,0.0,0.0
