thickn,rho,vp,vs,dip,strike,plunge,trend,ani
40004.106823300775,2773.2078200165356,7102.4697403897435,4021.109780219689,0.0,0.0,0.0,0.0,0.0
0.0,3500.0,8100.0,4500.0,0.0,0.0,0.0,0.0,0.0
