sta,lat,lon,depth,vp,vs,rho,ani,model_layers,dip,strike,plunge,trend
YRTN,62.81,-92.11,36000.0,7834.0,4893.0,3048.0,0.0,4,0.0,0.0,0.0,0.0
YRTN,62.81,-92.11,38000.0,7834.0,4893.0,3048.0,0.0,4,0.0,0.0,0.0,0.0
YRTN,62.81,-92.11,40000.0,7834.0,4893.0,3048.0,0.0,4,0.0,0.0,0.0,0.0
YRTN,62.81,-92.11,42000.0,7834.0,4893.0,3048.0,0.0,4,0.0,0.0,0.0,0.0
YRTN,62.81,-92.11,44000.0,7834.0,4893.0,3048.0,0.0,4,0.0,0.0,0.0,0.0
YRTN,62.81,-92.11,46000.0,7834.0,4893.0,3048.0,0.0,4,0.0,0.0,0.0,0.0
YRTN,62.81,-92.11,48000.0,7834.0,4893.0,3048.0,0.0,4,0.0,0.0,0.0,0.0
YRTN,62.81,-92.11,50000.0,7834.0,4893.0,3048.0,0.0,4,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,0.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,2000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,4000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,6000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,8000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,10000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,12000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,14000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,16000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,18000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,20000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,22000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,24000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,26000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,28000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,30000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,32000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,34000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,36000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,38000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,40000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,42000.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,43184.0,7110.0,4231.0,2320.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,44000.0,8057.0,5303.0,2306.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,46000.0,8057.0,5303.0,2306.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,48000.0,8057.0,5303.0,2306.0,0.0,2,0.0,0.0,0.0,0.0
STLN,67.31,-92.98,50000.0,8057.0,5303.0,2306.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,0.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,2000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,4000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,6000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,8000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,10000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,12000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,14000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,16000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,18000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,20000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,22000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,24000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,26000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,28000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,30000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,32000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,34000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,36000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,38000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,40000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,42000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,44000.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,44435.0,7069.0,3990.0,2402.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,46000.0,8741.0,4843.0,2675.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,48000.0,8741.0,4843.0,2675.0,0.0,2,0.0,0.0,0.0,0.0
GIFN,69.99,-81.64,50000.0,8741.0,4843.0,2675.0,0.0,2,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,0.0,6271.0,3496.0,1722.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,2000.0,6271.0,3496.0,1722.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,4000.0,6271.0,3496.0,1722.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,5517.0,6271.0,3496.0,1722.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,6000.0,6441.0,3469.0,2606.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,8000.0,6441.0,3469.0,2606.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,10000.0,6441.0,3469.0,2606.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,12000.0,6441.0,3469.0,2606.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,14000.0,6441.0,3469.0,2606.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,16000.0,6441.0,3469.0,2606.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,16967.0,6441.0,3469.0,2606.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,18000.0,7098.0,3824.0,2790.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,20000.0,7098.0,3824.0,2790.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,22000.0,7098.0,3824.0,2790.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,24000.0,7098.0,3824.0,2790.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,26000.0,7098.0,3824.0,2790.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,26450.0,7098.0,3824.0,2790.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,28000.0,7157.0,4959.0,2775.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,30000.0,7157.0,4959.0,2775.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,32000.0,7157.0,4959.0,2775.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,34000.0,7157.0,4959.0,2775.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,34009.0,7157.0,4959.0,2775.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,36000.0,8387.0,4225.0,2802.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,38000.0,8387.0,4225.0,2802.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,40000.0,8387.0,4225.0,2802.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,42000.0,8387.0,4225.0,2802.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,44000.0,8387.0,4225.0,2802.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,46000.0,8387.0,4225.0,2802.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,48000.0,8387.0,4225.0,2802.0,0.0,5,0.0,0.0,0.0,0.0
JOSN,63.16,-91.54,50000.0,8387.0,4225.0,2802.0,0.0,5,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,0.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,2000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,4000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,6000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,8000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,10000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,12000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,14000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,16000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,18000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,20000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,22000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,24000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,26000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,28000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,30000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,32000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,34000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,36000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,38000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,40000.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,40338.0,7132.0,4171.0,2429.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,42000.0,8001.0,5252.0,2767.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,44000.0,8001.0,5252.0,2767.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,46000.0,8001.0,5252.0,2767.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,48000.0,8001.0,5252.0,2767.0,0.0,2,0.0,0.0,0.0,0.0
NUNN,65.21,-91.08,50000.0,8001.0,5252.0,2767.0,0.0,2,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,0.0,5940.0,3664.0,2434.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,2000.0,5940.0,3664.0,2434.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,4000.0,5940.0,3664.0,2434.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,6000.0,5940.0,3664.0,2434.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,8000.0,5940.0,3664.0,2434.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,10000.0,5940.0,3664.0,2434.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,11874.0,5940.0,3664.0,2434.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,12000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,14000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,16000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,18000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,20000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,22000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,24000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,26000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,28000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,30000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,32000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,34000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,36000.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,36776.0,6925.0,4142.0,2839.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,38000.0,8442.0,4555.0,2841.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,40000.0,8442.0,4555.0,2841.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,42000.0,8442.0,4555.0,2841.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,44000.0,8442.0,4555.0,2841.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,46000.0,8442.0,4555.0,2841.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,48000.0,8442.0,4555.0,2841.0,0.0,3,0.0,0.0,0.0,0.0
MCF,82.65,-75.04,50000.0,8442.0,4555.0,2841.0,0.0,3,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,0.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,2000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,4000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,6000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,8000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,10000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,12000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,14000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,16000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,18000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,20000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,22000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,24000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,26000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,28000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,30000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,32000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,34000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,36000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,38000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,40000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,42000.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,43846.0,7916.0,4543.0,2387.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,44000.0,8035.0,5900.0,2508.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,46000.0,8035.0,5900.0,2508.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,48000.0,8035.0,5900.0,2508.0,0.0,2,0.0,0.0,0.0,0.0
MANN,62.29,-79.59,50000.0,8035.0,5900.0,2508.0,0.0,2,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,0.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,2000.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,4000.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,6000.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,8000.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,10000.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,12000.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,14000.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,16000.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,16941.0,6105.0,3872.0,2439.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,18000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,20000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,22000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,24000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,26000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,28000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,30000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,32000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,34000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,36000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,38000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,40000.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,40313.0,7230.0,4082.0,2584.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,42000.0,8182.0,4968.0,2877.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,44000.0,8182.0,4968.0,2877.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,46000.0,8182.0,4968.0,2877.0,0.0,3,0.0,0.0,0.0,0.0
SRLN,68.55,-83.32,48000.0,8182.0,4968.0,2877.0,0.0,3,0.0,0.0,0.0,0.0
