index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
5,5684,1675,5860,3535,0.0,0.0,42.804223375141056,136.4984747479536,6.730331520857491
6,13013,2956,7368,3619,6.021374184865653,282.9482003890314,58.52441774994907,248.79088062540734,4.909864219029021
7,14945,3210,7762,4108,4.608106692840852,231.7970542838736,73.96663148991846,86.90679629172234,5.204285939410616
8,0,3008,7932,4807,4.655101245557222,315.96175603994885,64.19589257680195,153.30922728160678,4.9123920310209215
