index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
2,13773,2464,6387,3929,0.0,0.0,0.0,0.0,0.0
3,24992,2627,7786,4611,0.0,0.0,0.0,0.0,0.0
4,0,2848,8601,5325,0.0,0.0,0.0,0.0,0.0
