index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
9,6336,2177,6159,3366,0,0,0,0,0
10,13335,2516,6440,3889,0,0,0,0,0
11,11914,2903,7159,3507,0,0,0,0,0
12,10560,2729,7751,4174,0,0,0,0,0
13,0,3134,8573,4741,0,0,0,0,0
