index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
2,20795,2146,5960,3976,0.0,0.0,85.29110338528538,209.22802904632834,2.0343253596830597
3,17252,2515,7818,3844,2.3042917108073677,215.51963316467157,16.680985431404114,60.57727600011836,7.113886825897013
4,0,3014,8163,4598,4.107361917187314,212.26785126352695,25.445125466349054,319.23215226887106,1.6873040820641305
