index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
2,21999,2151,6344,3856,0.0,0.0,0.0,0.0,0.0
3,16799,2545,6854,4167,1.4348890396811236,213.27867584269882,0.0,0.0,0.0
4,0,2856,8109,5194,2.8966285480708542,195.0045231568816,0.0,0.0,0.0
