index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
9,5527,2520,6068,3024,0,0,0,0,0
10,9943,2016,6768,3858,0,0,0,0,0
11,5718,2580,6662,4257,0,0,0,0,0
12,14645,3652,6560,4220,0,0,0,0,0
13,0,3173,8194,4577,0,0,0,0,0
