index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
20,6368,2120,5696,3195,0,0,0,0,0
21,8038,2158,6321,3179,0,0,0,0,0
22,5498,2364,7131,3342,0,0,0,0,0
23,7735,2554,6699,3788,0,0,0,0,0
24,6478,3129,7546,4032,0,0,0,0,0
25,5409,3227,7766,4487,0,0,0,0,0
26,0,3573,7830,5270,0,0,0,0,0
