index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
20,7100,2333,5777,3320,0,0,0,0,0
21,5190,2055,6471,3846,0,0,0,0,0
22,7358,2661,6766,4064,0,0,0,0,0
23,6392,2979,7622,3490,0,0,0,0,0
24,6976,3235,7681,4829,0,0,0,0,0
25,5808,3114,7891,4118,0,0,0,0,0
26,0,3461,8054,4952,0,0,0,0,0
