index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
5,14011,2471,6169,3518,0.0,0.0,43.887026505027706,45.935226051781164,6.430426322305112
6,13439,2559,6463,3890,3.6223409732377116,5.264121185437712,74.95230431633978,266.54973897270514,3.677148614801195
7,11559,2869,7733,4032,3.27363734269228,92.21056556746632,56.331400912466925,112.31310266032789,5.832670957228792
8,0,3250,8106,4857,3.063002116784837,342.23932554440063,32.2376904851086,204.122510307623,6.582335302634884
