index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
14,6392,2108,5504,3399,0,0,0,0,0
15,6302,2506,6269,3725,0,0,0,0,0
16,10219,2697,6243,3855,0,0,0,0,0
17,10734,3324,6882,3546,0,0,0,0,0
18,6780,3021,7729,4481,0,0,0,0,0
19,0,3438,8239,5262,0,0,0,0,0
