index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
9,9718,2459,6030,3112,0.0,0.0,0,0,0
10,12704,2451,6366,3337,2.886098504509715,151.21919376707436,0,0,0
11,9232,3143,6823,3604,3.381913978917989,260.3076106352336,0,0,0
12,12341,3554,7009,4206,2.5432857803846742,237.03200930774213,0,0,0
13,0,3541,8688,5581,2.6071997173054555,284.01168728024317,0,0,0
