thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
15995,2486,5845,3747,0,0,0,0,0,15995
22079,2706,7353,3992,0,0,0,0,0,38074
0,3217,8120,4691,0,0,0,0,0,38074
