thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
21029,2015,6284,3870,0,0,0,0,0,21029
21929,2489,7496,3860,0,0,0,0,0,42958
0,2935,8637,4898,0,0,0,0,0,42958
