thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
40861,2323,6701,3721,0.0,0.0,0.0,0.0,0.0,40861
0,2203,8543,4526,0.0,0.0,0.0,0.0,0.0,40861
