thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43892,2445,6910,4300,0.0,0.0,0.0,0.0,0.0,43892
0,2857,8462,4796,0.0,0.0,0.0,0.0,0.0,43892
