thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43942,2369,7651,4469,0.0,0.0,0.0,0.0,0.0,43942
0,2277,8728,5493,0.0,0.0,0.0,0.0,0.0,43942
