thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43956,2247,7494,4447,0.0,0.0,0.0,0.0,0.0,43956
0,2278,8153,5530,0.0,0.0,0.0,0.0,0.0,43956
