thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
42837,2417,7275,4273,0.0,0.0,0.0,0.0,0.0,42837
0,2391,8650,5501,0.0,0.0,0.0,0.0,0.0,42837
