thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43197,2479,6769,3937,0.0,0.0,0.0,0.0,0.0,43197
0,2438,8284,4683,0.0,0.0,0.0,0.0,0.0,43197
