thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
39946,2009,7440,4412,0.0,0.0,0.0,0.0,0.0,39946
0,2333,8583,5292,0.0,0.0,0.0,0.0,0.0,39946
