thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
41840,2313,7720,4386,0.0,0.0,0.0,0.0,0.0,41840
0,2647,8045,5302,0.0,0.0,0.0,0.0,0.0,41840
