thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
33864,2249,7155,4403,0.0,0.0,0.0,0.0,0.0,33864
0,2246,7996,4974,0.0,0.0,0.0,0.0,0.0,33864
