thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
36016,2380,6570,3753,0.0,0.0,0.0,0.0,0.0,36016
0,2595,8166,4687,0.0,0.0,0.0,0.0,0.0,36016
