thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
43517,2364,7710,4508,0.0,0.0,0.0,0.0,0.0,43517
0,2333,8830,5531,0.0,0.0,0.0,0.0,0.0,43517
