thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
39682,2366,6694,4050,0.0,0.0,0.0,0.0,0.0,39682
0,2788,8118,4856,0.0,0.0,0.0,0.0,0.0,39682
