thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
42145,2229,6806,3899,0.0,0.0,0.0,0.0,0.0,42145
0,2569,8125,4547,0.0,0.0,0.0,0.0,0.0,42145
