thickn,rho,vp,vs,dip,strike,plunge,trend,ani,depth
16941,2439,6105,3872,0,0,0,0,0,16941
23372,2584,7230,4082,0,0,0,0,0,40313
0,2877,8182,4968,0,0,0,0,0,40313
